term,GRS,Campus,College,Department,Program,program_no,Residency,Student_Type,Race,URM,Level,service_region,state,county,class,learner_age,cohort,retained
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Estill,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,21 <= Age <= 24,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,3,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Perry,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,Out of state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,Out-of-State,Ohio,-Missing-,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,Out of state Resident,Continuing,Two or More Races,URM,Undergraduate,Out-of-State,Ohio,-Missing-,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Junior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Public Health,2,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,MPH in Public Health,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Graduate,KY:Service Region,Kentucky,Madison,Graduate,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,MPH in Public Health,1,In state Resident,New First Time Grad Applicant,"Hispanic or Latino, regardless of race",URM,Graduate,KY:Non-Service Region,Kentucky,Carter,Graduate,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Health Promotion & Admin,MPH in Public Health,1,International Resident,New First Time Grad Applicant,Nonresident Alien,Non - URM,Graduate,Out-of-State,-Missing-,-Missing-,Graduate,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Woodford,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Service Region,Kentucky,Lee,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Madison,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Madison,Junior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Hart,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Johnson,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Spencer,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Wolfe,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Knox,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Owsley,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Perry,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"American Indian or Alaskan Native, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Monroe,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Kenton,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Anderson,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Barren,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boone,Junior,14 <= Age <= 20,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boone,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boone,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bourbon,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Breckinridge,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Campbell,Senior,14 <= Age <= 20,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Carter,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,14 <= Age <= 20,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,21 <= Age <= 24,3,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,25 <= Age <= 79,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fleming,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Floyd,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Floyd,Senior,21 <= Age <= 24,4,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Senior,21 <= Age <= 24,3,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Hardin,Senior,14 <= Age <= 20,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Henry,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Henry,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,14 <= Age <= 20,3,3
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Senior,21 <= Age <= 24,2,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Senior,21 <= Age <= 24,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Johnson,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Johnson,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Letcher,Senior,21 <= Age <= 24,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Meade,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Meade,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Mercer,Junior,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Pike,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Pike,Senior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Russell,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Junior,14 <= Age <= 20,3,3
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Shelby,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Shelby,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Washington,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Woodford,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Boyle,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Clay,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Clay,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Estill,Junior,14 <= Age <= 20,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Garrard,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Harlan,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Junior,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Leslie,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Lincoln,Senior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,14 <= Age <= 20,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,4,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Senior,14 <= Age <= 20,1,1
